BatchName,CourseCode,CourseName,Day,StartTime,EndTime,Duration,Room,Type
CE-C-2024,MATH201,Calculus I,Monday,12:00,13:30,1.5,G06,Lecture
CE-C-2024,MATH202,Calculus II,Monday,13:30,15:00,1.5,G03,Lecture
CE-C-2024,PHYS201,Mechanics,Monday,15:00,16:30,1.5,G03,Lecture
CE-C-2024,PHYS201,Mechanics,Monday,16:30,18:00,1.5,G06,Lecture
CE-C-2024,CHEM101,General Chemistry,Tuesday,08:00,11:00,3.0,CL03,Lab
CE-C-2024,MATH201,Calculus I,Tuesday,12:00,13:30,1.5,G06,Lecture
CE-C-2024,MATH202,Calculus II,Tuesday,14:00,15:30,1.5,G06,Lecture
CE-C-2024,CE201,Structural Analysis,Tuesday,15:30,17:00,1.5,G06,Lecture
CE-C-2024,CE101,Introduction to Civil Engineering,Wednesday,08:00,09:30,1.5,G06,Lecture
CE-C-2024,CE101,Introduction to Civil Engineering,Wednesday,10:00,11:30,1.5,G06,Lecture
CE-C-2024,PHYS101,Physics Fundamentals,Wednesday,12:00,13:30,1.5,G06,Lecture
CE-C-2024,PHYS201,Mechanics,Wednesday,13:30,16:30,3.0,CL06,Lab
CE-C-2024,CE201,Structural Analysis,Wednesday,16:30,18:00,1.5,G06,Lecture
CE-C-2024,STAT201,Statistics,Thursday,08:00,09:30,1.5,G03,Lecture
CE-C-2024,STAT201,Statistics,Thursday,10:00,11:30,1.5,G03,Lecture
CE-C-2024,PHYS101,Physics Fundamentals,Thursday,12:00,13:30,1.5,G06,Lecture
CE-C-2024,CE201,Structural Analysis,Thursday,13:30,16:30,3.0,CL03,Lab
CE-C-2024,CE202,Geotechnical Engineering,Thursday,16:30,18:00,1.5,G06,Lecture
CE-C-2024,PHYS101,Physics Fundamentals,Friday,08:00,11:00,3.0,CL06,Lab
CE-C-2024,ENG101,English Composition,Friday,12:00,14:00,2.0,G06,Lecture
CE-C-2024,CE202,Geotechnical Engineering,Friday,14:00,15:30,1.5,G06,Lecture
CE-C-2024,HIST201,World History,Friday,15:30,17:00,1.5,G06,Lecture
CHEM-A-2024,PHYS101,Physics Fundamentals,Monday,08:00,09:30,1.5,G07,Lecture
CHEM-A-2024,BIO101,Introduction to Biology,Monday,10:00,11:30,1.5,G07,Lecture
CHEM-A-2024,CHEM101,General Chemistry,Monday,12:00,13:30,1.5,G07,Lecture
CHEM-A-2024,CHEM201,Organic Chemistry,Monday,13:30,16:30,3.0,CL04,Lab
CHEM-A-2024,CHEM202,Physical Chemistry,Monday,16:30,18:00,1.5,G07,Lecture
CHEM-A-2024,PHYS101,Physics Fundamentals,Tuesday,08:00,11:00,3.0,CL04,Lab
CHEM-A-2024,CHEM101,General Chemistry,Tuesday,12:00,13:30,1.5,G07,Lecture
CHEM-A-2024,STAT201,Statistics,Tuesday,14:00,15:30,1.5,G07,Lecture
CHEM-A-2024,CHEM202,Physical Chemistry,Tuesday,15:30,17:00,1.5,G07,Lecture
CHEM-A-2024,CHEM101,General Chemistry,Wednesday,08:00,11:00,3.0,CL01,Lab
CHEM-A-2024,MATH201,Calculus I,Wednesday,12:00,13:30,1.5,G07,Lecture
CHEM-A-2024,CHEM201,Organic Chemistry,Wednesday,14:00,15:30,1.5,G01,Lecture
CHEM-A-2024,MATH202,Calculus II,Wednesday,15:30,17:00,1.5,G07,Lecture
CHEM-A-2024,ENG101,English Composition,Thursday,08:00,10:00,2.0,G04,Lecture
CHEM-A-2024,MATH202,Calculus II,Thursday,10:00,11:30,1.5,G04,Lecture
CHEM-A-2024,MATH201,Calculus I,Thursday,12:00,13:30,1.5,G07,Lecture
CHEM-A-2024,CHEM201,Organic Chemistry,Thursday,14:00,15:30,1.5,G04,Lecture
CHEM-A-2024,PHYS201,Mechanics,Thursday,15:30,17:00,1.5,G07,Lecture
CHEM-A-2024,BIO101,Introduction to Biology,Friday,08:00,09:30,1.5,G01,Lecture
CHEM-A-2024,STAT201,Statistics,Friday,10:00,11:30,1.5,G01,Lecture
CHEM-A-2024,PHYS101,Physics Fundamentals,Friday,12:00,13:30,1.5,G07,Lecture
CHEM-A-2024,CHEM202,Physical Chemistry,Friday,13:30,16:30,3.0,CL01,Lab
CHEM-A-2024,PHYS201,Mechanics,Friday,16:30,18:00,1.5,G07,Lecture
CHEM-B-2024,PHYS101,Physics Fundamentals,Monday,08:00,09:30,1.5,G08,Lecture
CHEM-B-2024,BIO101,Introduction to Biology,Monday,10:00,11:30,1.5,G08,Lecture
CHEM-B-2024,CHEM101,General Chemistry,Monday,12:00,13:30,1.5,G08,Lecture
CHEM-B-2024,CHEM201,Organic Chemistry,Monday,13:30,16:30,3.0,CL05,Lab
CHEM-B-2024,CHEM202,Physical Chemistry,Monday,16:30,18:00,1.5,G08,Lecture
CHEM-B-2024,PHYS101,Physics Fundamentals,Tuesday,08:00,11:00,3.0,CL05,Lab
CHEM-B-2024,CHEM101,General Chemistry,Tuesday,12:00,13:30,1.5,G08,Lecture
CHEM-B-2024,STAT201,Statistics,Tuesday,14:00,15:30,1.5,G08,Lecture
CHEM-B-2024,CHEM202,Physical Chemistry,Tuesday,15:30,17:00,1.5,G08,Lecture
CHEM-B-2024,CHEM101,General Chemistry,Wednesday,08:00,11:00,3.0,CL02,Lab
CHEM-B-2024,MATH201,Calculus I,Wednesday,12:00,13:30,1.5,G08,Lecture
CHEM-B-2024,CHEM201,Organic Chemistry,Wednesday,14:00,15:30,1.5,G02,Lecture
CHEM-B-2024,MATH202,Calculus II,Wednesday,15:30,17:00,1.5,G08,Lecture
CHEM-B-2024,ENG101,English Composition,Thursday,08:00,10:00,2.0,G05,Lecture
CHEM-B-2024,MATH202,Calculus II,Thursday,10:00,11:30,1.5,G05,Lecture
CHEM-B-2024,MATH201,Calculus I,Thursday,12:00,13:30,1.5,G08,Lecture
CHEM-B-2024,CHEM201,Organic Chemistry,Thursday,14:00,15:30,1.5,G05,Lecture
CHEM-B-2024,PHYS201,Mechanics,Thursday,15:30,17:00,1.5,G08,Lecture
CHEM-B-2024,BIO101,Introduction to Biology,Friday,08:00,09:30,1.5,G02,Lecture
CHEM-B-2024,STAT201,Statistics,Friday,10:00,11:30,1.5,G02,Lecture
CHEM-B-2024,PHYS101,Physics Fundamentals,Friday,12:00,13:30,1.5,G08,Lecture
CHEM-B-2024,CHEM202,Physical Chemistry,Friday,13:30,16:30,3.0,CL02,Lab
CHEM-B-2024,PHYS201,Mechanics,Friday,16:30,18:00,1.5,G08,Lecture
CHEM-C-2024,PHYS101,Physics Fundamentals,Monday,08:00,09:30,1.5,G09,Lecture
CHEM-C-2024,BIO101,Introduction to Biology,Monday,10:00,11:30,1.5,G09,Lecture
CHEM-C-2024,CHEM101,General Chemistry,Monday,12:00,13:30,1.5,G09,Lecture
CHEM-C-2024,CHEM201,Organic Chemistry,Monday,13:30,16:30,3.0,CL06,Lab
CHEM-C-2024,CHEM202,Physical Chemistry,Monday,16:30,18:00,1.5,G09,Lecture
CHEM-C-2024,PHYS101,Physics Fundamentals,Tuesday,08:00,11:00,3.0,CL06,Lab
CHEM-C-2024,CHEM101,General Chemistry,Tuesday,12:00,13:30,1.5,G09,Lecture
CHEM-C-2024,STAT201,Statistics,Tuesday,14:00,15:30,1.5,G09,Lecture
CHEM-C-2024,CHEM202,Physical Chemistry,Tuesday,15:30,17:00,1.5,G09,Lecture
CHEM-C-2024,CHEM101,General Chemistry,Wednesday,08:00,11:00,3.0,CL03,Lab
CHEM-C-2024,MATH201,Calculus I,Wednesday,12:00,13:30,1.5,G09,Lecture
CHEM-C-2024,CHEM201,Organic Chemistry,Wednesday,14:00,15:30,1.5,G03,Lecture
CHEM-C-2024,MATH202,Calculus II,Wednesday,15:30,17:00,1.5,G09,Lecture
CHEM-C-2024,ENG101,English Composition,Thursday,08:00,10:00,2.0,G06,Lecture
CHEM-C-2024,MATH202,Calculus II,Thursday,10:00,11:30,1.5,G06,Lecture
CHEM-C-2024,MATH201,Calculus I,Thursday,12:00,13:30,1.5,G09,Lecture
CHEM-C-2024,CHEM201,Organic Chemistry,Thursday,14:00,15:30,1.5,G06,Lecture
CHEM-C-2024,PHYS201,Mechanics,Thursday,15:30,17:00,1.5,G09,Lecture
CHEM-C-2024,BIO101,Introduction to Biology,Friday,08:00,09:30,1.5,G03,Lecture
CHEM-C-2024,STAT201,Statistics,Friday,10:00,11:30,1.5,G03,Lecture
CHEM-C-2024,PHYS101,Physics Fundamentals,Friday,12:00,13:30,1.5,G09,Lecture
CHEM-C-2024,CHEM202,Physical Chemistry,Friday,13:30,16:30,3.0,CL03,Lab
CHEM-C-2024,PHYS201,Mechanics,Friday,16:30,18:00,1.5,G09,Lecture
CS-A-2024,PHYS101,Physics Fundamentals,Monday,08:00,09:30,1.5,101,Lecture
CS-A-2024,PHYS101,Physics Fundamentals,Monday,10:00,11:30,1.5,101,Lecture
CS-A-2024,CS101,Introduction to Computer Science,Monday,12:00,13:30,1.5,101,Lecture
CS-A-2024,CS102,Data Structures,Monday,13:30,16:30,3.0,CL07,Lab
CS-A-2024,CS201,Algorithms,Monday,16:30,18:00,1.5,101,Lecture
CS-A-2024,PHYS101,Physics Fundamentals,Tuesday,08:00,11:00,3.0,CL07,Lab
CS-A-2024,CS101,Introduction to Computer Science,Tuesday,12:00,13:30,1.5,101,Lecture
CS-A-2024,MATH202,Calculus II,Tuesday,14:00,15:30,1.5,101,Lecture
CS-A-2024,CS201,Algorithms,Tuesday,15:30,17:00,1.5,101,Lecture
CS-A-2024,STAT201,Statistics,Wednesday,08:00,09:30,1.5,G07,Lecture
CS-A-2024,STAT201,Statistics,Wednesday,10:00,11:30,1.5,G07,Lecture
CS-A-2024,MATH201,Calculus I,Wednesday,12:00,13:30,1.5,101,Lecture
CS-A-2024,CS201,Algorithms,Wednesday,13:30,16:30,3.0,CL07,Lab
CS-A-2024,HIST201,World History,Wednesday,16:30,18:00,1.5,101,Lecture
CS-A-2024,PHIL101,Introduction to Philosophy,Thursday,08:00,10:00,2.0,G07,Lecture
CS-A-2024,HIST201,World History,Thursday,10:00,11:30,1.5,G07,Lecture
CS-A-2024,MATH201,Calculus I,Thursday,12:00,13:30,1.5,101,Lecture
CS-A-2024,MATH202,Calculus II,Thursday,14:00,15:30,1.5,G07,Lecture
CS-A-2024,ECON101,Principles of Economics,Thursday,15:30,17:00,1.5,101,Lecture
CS-A-2024,CS102,Data Structures,Friday,08:00,09:30,1.5,G04,Lecture
CS-A-2024,CS102,Data Structures,Friday,10:00,11:30,1.5,G04,Lecture
CS-A-2024,ENG101,English Composition,Friday,12:00,14:00,2.0,101,Lecture
CS-A-2024,ECON101,Principles of Economics,Friday,14:00,15:30,1.5,G07,Lecture
CS-A-2024,CS202,Database Systems,Friday,15:30,17:00,1.5,101,Lecture
CS-B-2024,PHYS101,Physics Fundamentals,Monday,08:00,09:30,1.5,201,Lecture
CS-B-2024,PHYS101,Physics Fundamentals,Monday,10:00,11:30,1.5,201,Lecture
CS-B-2024,CS101,Introduction to Computer Science,Monday,12:00,13:30,1.5,201,Lecture
CS-B-2024,CS102,Data Structures,Monday,13:30,16:30,3.0,CL08,Lab
CS-B-2024,CS201,Algorithms,Monday,16:30,18:00,1.5,201,Lecture
CS-B-2024,PHYS101,Physics Fundamentals,Tuesday,08:00,11:00,3.0,CL08,Lab
CS-B-2024,CS101,Introduction to Computer Science,Tuesday,12:00,13:30,1.5,201,Lecture
CS-B-2024,MATH202,Calculus II,Tuesday,14:00,15:30,1.5,201,Lecture
CS-B-2024,CS201,Algorithms,Tuesday,15:30,17:00,1.5,201,Lecture
CS-B-2024,STAT201,Statistics,Wednesday,08:00,09:30,1.5,G08,Lecture
CS-B-2024,STAT201,Statistics,Wednesday,10:00,11:30,1.5,G08,Lecture
CS-B-2024,MATH201,Calculus I,Wednesday,12:00,13:30,1.5,201,Lecture
CS-B-2024,CS201,Algorithms,Wednesday,13:30,16:30,3.0,CL08,Lab
CS-B-2024,HIST201,World History,Wednesday,16:30,18:00,1.5,201,Lecture
CS-B-2024,PHIL101,Introduction to Philosophy,Thursday,08:00,10:00,2.0,G08,Lecture
CS-B-2024,HIST201,World History,Thursday,10:00,11:30,1.5,G08,Lecture
CS-B-2024,MATH201,Calculus I,Thursday,12:00,13:30,1.5,201,Lecture
CS-B-2024,MATH202,Calculus II,Thursday,14:00,15:30,1.5,G08,Lecture
CS-B-2024,ECON101,Principles of Economics,Thursday,15:30,17:00,1.5,201,Lecture
CS-B-2024,CS102,Data Structures,Friday,08:00,09:30,1.5,G05,Lecture
CS-B-2024,CS102,Data Structures,Friday,10:00,11:30,1.5,G05,Lecture
CS-B-2024,ENG101,English Composition,Friday,12:00,14:00,2.0,201,Lecture
CS-B-2024,ECON101,Principles of Economics,Friday,14:00,15:30,1.5,G08,Lecture
CS-B-2024,CS202,Database Systems,Friday,15:30,17:00,1.5,201,Lecture
CS-C-2024,PHYS101,Physics Fundamentals,Monday,08:00,09:30,1.5,301,Lecture
CS-C-2024,PHYS101,Physics Fundamentals,Monday,10:00,11:30,1.5,301,Lecture
CS-C-2024,CS101,Introduction to Computer Science,Monday,12:00,13:30,1.5,301,Lecture
CS-C-2024,CS102,Data Structures,Monday,13:30,16:30,3.0,CL09,Lab
CS-C-2024,CS201,Algorithms,Monday,16:30,18:00,1.5,301,Lecture
CS-C-2024,PHYS101,Physics Fundamentals,Tuesday,08:00,11:00,3.0,CL09,Lab
CS-C-2024,CS101,Introduction to Computer Science,Tuesday,12:00,13:30,1.5,301,Lecture
CS-C-2024,MATH202,Calculus II,Tuesday,14:00,15:30,1.5,301,Lecture
CS-C-2024,CS201,Algorithms,Tuesday,15:30,17:00,1.5,301,Lecture
CS-C-2024,STAT201,Statistics,Wednesday,08:00,09:30,1.5,G09,Lecture
CS-C-2024,STAT201,Statistics,Wednesday,10:00,11:30,1.5,G09,Lecture
CS-C-2024,MATH201,Calculus I,Wednesday,12:00,13:30,1.5,301,Lecture
CS-C-2024,CS201,Algorithms,Wednesday,13:30,16:30,3.0,CL09,Lab
CS-C-2024,HIST201,World History,Wednesday,16:30,18:00,1.5,301,Lecture
CS-C-2024,PHIL101,Introduction to Philosophy,Thursday,08:00,10:00,2.0,G09,Lecture
CS-C-2024,HIST201,World History,Thursday,10:00,11:30,1.5,G09,Lecture
CS-C-2024,MATH201,Calculus I,Thursday,12:00,13:30,1.5,301,Lecture
CS-C-2024,MATH202,Calculus II,Thursday,14:00,15:30,1.5,G09,Lecture
CS-C-2024,ECON101,Principles of Economics,Thursday,15:30,17:00,1.5,301,Lecture
CS-C-2024,CS102,Data Structures,Friday,08:00,09:30,1.5,G06,Lecture
CS-C-2024,CS102,Data Structures,Friday,10:00,11:30,1.5,G06,Lecture
CS-C-2024,ENG101,English Composition,Friday,12:00,14:00,2.0,301,Lecture
CS-C-2024,ECON101,Principles of Economics,Friday,14:00,15:30,1.5,G09,Lecture
CS-C-2024,CS202,Database Systems,Friday,15:30,17:00,1.5,301,Lecture
ECON-A-2024,HIST201,World History,Monday,08:00,09:30,1.5,102,Lecture
ECON-A-2024,HIST201,World History,Monday,10:00,11:30,1.5,102,Lecture
ECON-A-2024,ECON101,Principles of Economics,Monday,12:00,13:30,1.5,102,Lecture
ECON-A-2024,MATH202,Calculus II,Monday,13:30,15:00,1.5,G04,Lecture
ECON-A-2024,HIST202,European History,Monday,15:00,16:30,1.5,G04,Lecture
ECON-A-2024,HIST202,European History,Monday,16:30,18:00,1.5,102,Lecture
ECON-A-2024,STAT201,Statistics,Tuesday,08:00,09:30,1.5,G04,Lecture
ECON-A-2024,STAT201,Statistics,Tuesday,10:00,11:30,1.5,G04,Lecture
ECON-A-2024,ECON101,Principles of Economics,Tuesday,12:00,13:30,1.5,102,Lecture
ECON-A-2024,PSYCH101,Introduction to Psychology,Tuesday,13:30,15:00,1.5,102,Lecture
ECON-A-2024,PSYCH101,Introduction to Psychology,Tuesday,15:00,16:30,1.5,102,Lecture
ECON-A-2024,ECON301,International Economics,Tuesday,16:30,18:00,1.5,102,Lecture
ECON-A-2024,PHIL101,Introduction to Philosophy,Wednesday,08:00,10:00,2.0,101,Lecture
ECON-A-2024,ECON301,International Economics,Wednesday,10:00,11:30,1.5,101,Lecture
ECON-A-2024,MATH201,Calculus I,Wednesday,12:00,13:30,1.5,102,Lecture
ECON-A-2024,MATH202,Calculus II,Wednesday,14:00,15:30,1.5,G04,Lecture
ECON-A-2024,MATH203,Linear Algebra,Wednesday,15:30,17:00,1.5,102,Lecture
ECON-A-2024,ECON201,Microeconomics,Thursday,08:00,09:30,1.5,101,Lecture
ECON-A-2024,ECON201,Microeconomics,Thursday,10:00,11:30,1.5,101,Lecture
ECON-A-2024,MATH201,Calculus I,Thursday,12:00,13:30,1.5,102,Lecture
